user_id,region,age_group,plan,main_device,favorite_genres,tenure_months
U0723,Sudeste,25-34,Standard,Desktop,Crime|Drama|Animação,38
U0724,Centro-Oeste,18-24,Basic,Mobile,Família|Documentário|Suspense,3
U0725,Sudeste,18-24,Premium,Mobile,Documentário|Terror|Crime,24
U0726,Nordeste,18-24,Premium,Mobile,Terror|Crime|Documentário,8
U0727,Centro-Oeste,25-34,Basic,Mobile,Família|Romance|Drama,25
U0728,Centro-Oeste,35-44,Premium,Smart TV,Ação|Comédia|Aventura,26
U0729,Sudeste,18-24,Basic,Tablet,Suspense|Drama|Família,48
U0730,Sudeste,35-44,Standard,Mobile,Terror|Aventura|Família,19
U0731,Centro-Oeste,55+,Premium,Mobile,Suspense|Ação|Animação,22
U0732,Sul,55+,Standard,Mobile,Terror|Crime|Comédia,25
U0733,Sul,45-54,Premium,Tablet,Comédia|Animação|Aventura,7
U0734,Sudeste,25-34,Premium,Smart TV,Comédia|Romance|Aventura,3
U0735,Sudeste,35-44,Standard,Smart TV,Crime|Aventura|Drama,35
U0736,Norte,25-34,Basic,Mobile,Drama|Ficção científica|Crime,15
U0737,Sul,18-24,Premium,Smart TV,Família|Crime|Drama,18
U0738,Nordeste,45-54,Standard,Mobile,Aventura|Crime|Família,48
U0739,Sudeste,35-44,Standard,Mobile,Terror|Documentário|Suspense,12
U0740,Sudeste,35-44,Standard,Smart TV,Documentário|Crime|Ficção científica,44
U0741,Sul,25-34,Basic,Smart TV,Crime|Ação|Suspense,31
U0742,Centro-Oeste,18-24,Basic,Mobile,Crime|Aventura|Romance,13
U0743,Sudeste,45-54,Standard,Smart TV,Terror|Crime|Aventura,46
U0744,Sudeste,18-24,Premium,Smart TV,Documentário|Drama|Comédia,30
U0745,Sul,18-24,Standard,Mobile,Comédia|Animação|Crime,16
U0746,Sudeste,35-44,Basic,Smart TV,Terror|Comédia|Drama,22
U0747,Sudeste,35-44,Standard,Mobile,Animação|Documentário|Drama,18
U0748,Sul,18-24,Premium,Tablet,Romance|Aventura|Comédia,41
U0749,Sudeste,25-34,Basic,Mobile,Família|Animação|Crime,23
U0750,Nordeste,45-54,Standard,Mobile,Terror|Romance|Aventura,2
U0751,Sudeste,55+,Standard,Smart TV,Ficção científica|Ação|Romance,34
U0752,Nordeste,25-34,Standard,Tablet,Animação|Ficção científica|Crime,37
U0753,Nordeste,45-54,Standard,Desktop,Ficção científica|Aventura|Terror,20
U0754,Nordeste,25-34,Premium,Desktop,Animação|Aventura|Terror,45
U0755,Nordeste,35-44,Basic,Smart TV,Documentário|Comédia|Família,21
U0756,Sul,35-44,Basic,Smart TV,Terror|Aventura|Ação,13
U0757,Sudeste,45-54,Basic,Smart TV,Crime|Ficção científica|Drama,34
U0758,Sudeste,45-54,Standard,Smart TV,Ficção científica|Aventura|Comédia,7
U0759,Sudeste,25-34,Premium,Smart TV,Drama|Ação|Romance,48
U0760,Nordeste,18-24,Standard,Desktop,Comédia|Romance|Animação,33
U0761,Sudeste,45-54,Premium,Smart TV,Aventura|Família|Ação,16
U0762,Sudeste,18-24,Standard,Smart TV,Romance|Ficção científica|Terror,4
U0763,Sul,35-44,Basic,Desktop,Aventura|Animação|Suspense,29
U0764,Nordeste,25-34,Basic,Tablet,Suspense|Família|Animação,29
U0765,Sudeste,18-24,Standard,Smart TV,Ficção científica|Romance|Documentário,39
U0766,Sudeste,35-44,Standard,Smart TV,Ficção científica|Aventura|Suspense,14
U0767,Sul,25-34,Standard,Desktop,Aventura|Ação|Família,11
U0768,Centro-Oeste,45-54,Standard,Tablet,Aventura|Terror|Suspense,20
U0769,Nordeste,25-34,Standard,Mobile,Drama|Aventura|Crime,40
U0770,Sudeste,18-24,Basic,Mobile,Drama|Família|Ação,44
U0771,Nordeste,18-24,Standard,Mobile,Família|Crime|Aventura,18
U0772,Sudeste,25-34,Standard,Mobile,Terror|Ficção científica|Ação,3
U0773,Sudeste,35-44,Premium,Smart TV,Animação|Drama|Ação,6
U0774,Sudeste,25-34,Basic,Mobile,Aventura|Ação|Documentário,27
U0775,Sudeste,18-24,Premium,Desktop,Ação|Animação|Ficção científica,2
U0776,Nordeste,55+,Basic,Mobile,Ficção científica|Animação|Suspense,35
U0777,Sul,18-24,Basic,Smart TV,Ficção científica|Romance|Drama,2
U0778,Nordeste,25-34,Premium,Mobile,Animação|Crime|Ação,21
U0779,Sul,45-54,Premium,Mobile,Ficção científica|Romance|Aventura,39
U0780,Sudeste,35-44,Premium,Smart TV,Ficção científica|Suspense|Aventura,23
U0781,Sul,25-34,Basic,Smart TV,Animação|Terror|Ação,33
U0782,Nordeste,55+,Basic,Smart TV,Ficção científica|Terror|Crime,17
U0783,Sul,25-34,Standard,Tablet,Suspense|Animação|Drama,39
U0784,Sudeste,18-24,Premium,Smart TV,Romance|Documentário|Aventura,21
U0785,Sul,18-24,Standard,Desktop,Documentário|Aventura|Ficção científica,37
U0786,Sul,55+,Basic,Mobile,Comédia|Terror|Aventura,46
U0787,Sudeste,25-34,Standard,Desktop,Animação|Ação|Documentário,19
U0788,Nordeste,45-54,Basic,Tablet,Animação|Drama|Suspense,12
U0789,Sudeste,18-24,Basic,Tablet,Comédia|Família|Romance,45
U0790,Sudeste,18-24,Standard,Desktop,Comédia|Crime|Ação,33
U0791,Nordeste,45-54,Basic,Smart TV,Drama|Aventura|Ficção científica,43
U0792,Nordeste,55+,Standard,Smart TV,Comédia|Ficção científica|Ação,19
U0793,Nordeste,18-24,Standard,Smart TV,Comédia|Família|Drama,17
U0794,Sul,18-24,Standard,Mobile,Ação|Suspense|Comédia,6
U0795,Norte,35-44,Standard,Smart TV,Drama|Romance|Comédia,38
U0796,Sudeste,35-44,Premium,Mobile,Drama|Documentário|Terror,41
U0797,Sudeste,25-34,Standard,Smart TV,Drama|Suspense|Aventura,40
U0798,Sul,25-34,Premium,Mobile,Suspense|Família|Terror,14
U0799,Sudeste,55+,Standard,Smart TV,Animação|Romance|Aventura,24
U0800,Sul,18-24,Standard,Smart TV,Família|Comédia|Aventura,24
