interaction_id,user_id,item_id,event_type,event_weight,watch_pct,event_ts,session_id,source
I0008257,U0181,T0067,like,4.0,0.9405,2026-08-21T13:00:00,S0180006,Home
I0010108,U0219,T0137,skip,-1.0,0.1423,2026-08-21T13:00:00,S0218003,Top 10
I0006508,U0143,T0199,play,1.0,0.4169,2026-08-21T13:00:00,S0142006,Busca
I0007796,U0170,T0061,skip,-1.0,0.0262,2026-08-21T14:00:00,S0169009,Home
I0024901,U0542,T0055,play,1.0,0.4861,2026-08-21T14:00:00,S0541010,Minha lista
I0022256,U0483,T0197,play,1.0,0.2741,2026-08-21T14:00:00,S0482005,Minha lista
I0011147,U0241,T0081,complete,3.0,0.8858,2026-08-21T14:00:00,S0240001,Home
I0030646,U0671,T0222,like,4.0,0.9215,2026-08-21T14:00:00,S0670005,Busca
I0012717,U0275,T0074,skip,-1.0,0.1062,2026-08-21T14:00:00,S0274004,Busca
I0010279,U0222,T0036,like,4.0,0.8406,2026-08-21T14:00:00,S0221007,Minha lista
I0022274,U0483,T0178,play,1.0,0.3417,2026-08-21T14:00:00,S0482009,Home
I0009587,U0209,T0162,like,4.0,0.7585,2026-08-21T14:00:00,S0208006,Home
I0013092,U0284,T0061,play,1.0,0.4297,2026-08-21T14:00:00,S0283003,Home
I0019964,U0432,T0027,complete,3.0,0.9658,2026-08-21T14:00:00,S0431002,Busca
I0001244,U0029,T0082,play,1.0,0.4995,2026-08-21T14:00:00,S0028004,Busca
I0015235,U0330,T0148,complete,3.0,0.9078,2026-08-21T14:00:00,S0329000,Minha lista
I0019048,U0411,T0117,complete,3.0,0.9375,2026-08-21T14:00:00,S0410014,Busca
I0031662,U0694,T0068,play,1.0,0.5137,2026-08-21T14:00:00,S0693010,Top 10
I0035037,U0765,T0020,like,4.0,0.9079,2026-08-21T14:00:00,S0764007,Home
I0014719,U0319,T0075,complete,3.0,0.9687,2026-08-21T14:00:00,S0318012,Home
I0034831,U0761,T0213,skip,-1.0,0.0177,2026-08-21T14:00:00,S0760013,Home
I0004894,U0110,T0127,play,1.0,0.6445,2026-08-21T14:00:00,S0109004,Home
I0025289,U0550,T0189,play,1.0,0.5398,2026-08-21T15:00:00,S0549003,Top 10
I0007269,U0159,T0017,skip,-1.0,0.1517,2026-08-21T15:00:00,S0158001,Home
I0009941,U0216,T0155,skip,-1.0,0.0135,2026-08-21T15:00:00,S0215002,Home
I0014516,U0315,T0164,play,1.0,0.4001,2026-08-21T15:00:00,S0314002,Minha lista
I0035280,U0770,T0024,like,4.0,0.9769,2026-08-21T15:00:00,S0769011,Home
I0015566,U0336,T0107,skip,-1.0,0.1054,2026-08-21T15:00:00,S0335004,Top 10
I0030912,U0677,T0207,like,4.0,0.8401,2026-08-21T15:00:00,S0676002,Home
I0021469,U0465,T0055,complete,3.0,0.8288,2026-08-21T15:00:00,S0464010,Home
I0032621,U0714,T0077,complete,3.0,0.9827,2026-08-21T15:00:00,S0713000,Minha lista
I0022985,U0499,T0171,play,1.0,0.2716,2026-08-21T15:00:00,S0498008,Busca
I0036310,U0791,T0048,skip,-1.0,0.0748,2026-08-21T15:00:00,S0790002,Busca
I0030610,U0670,T0211,play,1.0,0.3954,2026-08-21T15:00:00,S0669009,Busca
I0032636,U0714,T0110,complete,3.0,0.8909,2026-08-21T15:00:00,S0713003,Home
I0012339,U0267,T0064,play,1.0,0.2846,2026-08-21T15:00:00,S0266007,Home
I0012252,U0265,T0154,complete,3.0,0.9567,2026-08-21T15:00:00,S0264010,Home
I0027135,U0592,T0194,skip,-1.0,0.1316,2026-08-21T15:00:00,S0591003,Home
I0020571,U0446,T0085,complete,3.0,0.8564,2026-08-21T15:00:00,S0445004,Home
I0030915,U0677,T0073,skip,-1.0,0.0102,2026-08-21T15:00:00,S0676003,Home
I0003980,U0089,T0121,complete,3.0,0.9233,2026-08-21T15:00:00,S0088007,Busca
I0004119,U0092,T0011,like,4.0,0.7259,2026-08-21T16:00:00,S0091007,Home
I0004200,U0095,T0147,skip,-1.0,0.0721,2026-08-21T16:00:00,S0094002,Home
I0025901,U0565,T0193,play,1.0,0.2859,2026-08-21T16:00:00,S0564004,Home
I0024140,U0527,T0018,complete,3.0,0.9684,2026-08-21T16:00:00,S0526004,Top 10
I0004140,U0093,T0068,skip,-1.0,0.0401,2026-08-21T16:00:00,S0092004,Home
I0000843,U0020,T0044,play,1.0,0.236,2026-08-21T16:00:00,S0019005,Busca
I0019302,U0417,T0132,complete,3.0,0.8439,2026-08-21T16:00:00,S0416008,Home
I0019647,U0425,T0055,play,1.0,0.254,2026-08-21T16:00:00,S0424002,Busca
I0016659,U0359,T0162,play,1.0,0.4478,2026-08-21T16:00:00,S0358005,Home
I0005352,U0118,T0133,like,4.0,0.9707,2026-08-21T16:00:00,S0117007,Home
I0034077,U0744,T0194,like,4.0,0.8098,2026-08-21T16:00:00,S0743012,Home
I0019067,U0412,T0227,complete,3.0,0.8916,2026-08-21T16:00:00,S0411003,Home
I0012615,U0273,T0067,complete,3.0,0.823,2026-08-21T16:00:00,S0272002,Busca
I0003981,U0090,T0099,complete,3.0,0.9472,2026-08-21T16:00:00,S0089000,Home
I0005645,U0124,T0194,play,1.0,0.6094,2026-08-21T16:00:00,S0123006,Home
I0020425,U0443,T0143,skip,-1.0,0.0932,2026-08-21T16:00:00,S0442001,Busca
I0026394,U0576,T0230,complete,3.0,0.8666,2026-08-21T16:00:00,S0575005,Minha lista
I0002871,U0065,T0118,play,1.0,0.2624,2026-08-21T16:00:00,S0064005,Top 10
I0006675,U0146,T0105,complete,3.0,0.955,2026-08-21T16:00:00,S0145011,Home
I0009318,U0204,T0004,complete,3.0,0.8914,2026-08-21T16:00:00,S0203008,Minha lista
I0023378,U0508,T0005,like,4.0,0.9236,2026-08-21T16:00:00,S0507011,Home
I0026336,U0575,T0149,skip,-1.0,0.0595,2026-08-21T16:00:00,S0574003,Minha lista
I0016150,U0349,T0061,like,4.0,0.872,2026-08-21T16:00:00,S0348001,Home
I0005555,U0122,T0181,skip,-1.0,0.065,2026-08-21T16:00:00,S0121014,Home
I0035712,U0778,T0213,play,1.0,0.6781,2026-08-21T16:00:00,S0777013,Home
I0009512,U0208,T0239,complete,3.0,0.8689,2026-08-21T17:00:00,S0207001,Home
I0026274,U0573,T0039,like,4.0,0.9562,2026-08-21T17:00:00,S0572015,Minha lista
I0022609,U0492,T0238,complete,3.0,0.9795,2026-08-21T17:00:00,S0491002,Minha lista
I0035351,U0771,T0020,skip,-1.0,0.014,2026-08-21T17:00:00,S0770015,Home
I0016976,U0366,T0033,like,4.0,0.9018,2026-08-21T17:00:00,S0365003,Home
I0031374,U0688,T0066,skip,-1.0,0.1355,2026-08-21T17:00:00,S0687011,Home
I0011536,U0249,T0039,complete,3.0,0.9474,2026-08-21T17:00:00,S0248007,Top 10
I0027069,U0591,T0153,play,1.0,0.6311,2026-08-21T17:00:00,S0590001,Minha lista
I0002656,U0060,T0040,play,1.0,0.4621,2026-08-21T17:00:00,S0059012,Top 10
I0030711,U0672,T0059,play,1.0,0.2466,2026-08-21T17:00:00,S0671008,Top 10
I0014815,U0322,T0189,skip,-1.0,0.0826,2026-08-21T17:00:00,S0321000,Top 10
I0012003,U0260,T0083,play,1.0,0.5858,2026-08-21T17:00:00,S0259002,Top 10
I0034183,U0747,T0106,like,4.0,0.8275,2026-08-21T17:00:00,S0746009,Home
I0023347,U0508,T0153,complete,3.0,0.8422,2026-08-21T17:00:00,S0507003,Home
I0029305,U0642,T0093,play,1.0,0.5752,2026-08-21T17:00:00,S0641000,Minha lista
I0006405,U0141,T0230,complete,3.0,0.9304,2026-08-21T17:00:00,S0140002,Busca
I0021636,U0469,T0229,like,4.0,0.8171,2026-08-21T17:00:00,S0468009,Home
I0035803,U0780,T0077,skip,-1.0,0.0707,2026-08-21T17:00:00,S0779011,Home
I0033140,U0725,T0157,complete,3.0,0.854,2026-08-21T17:00:00,S0724001,Minha lista
I0005255,U0116,T0130,play,1.0,0.446,2026-08-21T18:00:00,S0115009,Home
I0028351,U0620,T0121,complete,3.0,0.9281,2026-08-21T18:00:00,S0619004,Busca
I0006966,U0152,T0038,play,1.0,0.413,2026-08-21T18:00:00,S0151012,Busca
I0027006,U0590,T0099,like,4.0,0.8319,2026-08-21T18:00:00,S0589000,Busca
I0003268,U0073,T0062,play,1.0,0.2332,2026-08-21T18:00:00,S0072008,Home
I0027845,U0609,T0177,like,4.0,0.9577,2026-08-21T18:00:00,S0608008,Top 10
I0009548,U0208,T0137,complete,3.0,0.9174,2026-08-21T18:00:00,S0207010,Home
I0004461,U0101,T0064,play,1.0,0.4692,2026-08-21T18:00:00,S0100004,Home
I0032576,U0713,T0231,complete,3.0,0.8317,2026-08-21T18:00:00,S0712003,Home
I0023256,U0506,T0048,complete,3.0,0.8936,2026-08-21T18:00:00,S0505004,Home
I0025096,U0546,T0023,skip,-1.0,0.0184,2026-08-21T18:00:00,S0545010,Home
I0035623,U0777,T0183,skip,-1.0,0.0964,2026-08-21T18:00:00,S0776003,Home
I0002909,U0066,T0064,play,1.0,0.3082,2026-08-21T18:00:00,S0065003,Top 10
I0007357,U0161,T0161,skip,-1.0,0.1022,2026-08-21T18:00:00,S0160006,Minha lista
I0008088,U0178,T0119,like,4.0,0.7601,2026-08-21T18:00:00,S0177000,Home
I0026553,U0579,T0202,play,1.0,0.6542,2026-08-21T18:00:00,S0578004,Home
I0004397,U0100,T0020,complete,3.0,0.9533,2026-08-21T18:00:00,S0099004,Home
I0036382,U0792,T0033,complete,3.0,0.8613,2026-08-21T19:00:00,S0791006,Home
I0012017,U0260,T0235,like,4.0,0.8717,2026-08-21T19:00:00,S0259005,Minha lista
I0024695,U0538,T0231,play,1.0,0.6973,2026-08-21T19:00:00,S0537012,Minha lista
I0031983,U0701,T0012,like,4.0,0.7688,2026-08-21T19:00:00,S0700004,Minha lista
I0027913,U0611,T0096,play,1.0,0.3637,2026-08-21T19:00:00,S0610003,Home
I0012718,U0275,T0068,play,1.0,0.5242,2026-08-21T19:00:00,S0274004,Home
I0020005,U0433,T0169,play,1.0,0.2554,2026-08-21T19:00:00,S0432003,Home
I0011217,U0242,T0125,complete,3.0,0.8589,2026-08-21T19:00:00,S0241005,Home
I0026699,U0582,T0040,complete,3.0,0.9648,2026-08-21T19:00:00,S0581009,Home
I0016290,U0352,T0204,skip,-1.0,0.0199,2026-08-21T19:00:00,S0351003,Home
I0013846,U0301,T0147,play,1.0,0.4015,2026-08-21T19:00:00,S0300006,Home
I0018011,U0389,T0238,play,1.0,0.1947,2026-08-21T20:00:00,S0388014,Home
I0011974,U0259,T0176,play,1.0,0.3749,2026-08-21T20:00:00,S0258006,Home
I0016639,U0359,T0207,skip,-1.0,0.0164,2026-08-21T20:00:00,S0358000,Home
I0032532,U0712,T0066,complete,3.0,0.9338,2026-08-21T20:00:00,S0711004,Busca
I0007410,U0162,T0114,skip,-1.0,0.0825,2026-08-21T20:00:00,S0161004,Home
I0008844,U0194,T0218,like,4.0,0.8842,2026-08-21T20:00:00,S0193000,Home
I0019889,U0430,T0164,like,4.0,0.8163,2026-08-21T20:00:00,S0429007,Home
I0027065,U0591,T0032,skip,-1.0,0.0673,2026-08-21T20:00:00,S0590000,Top 10
I0017881,U0386,T0183,complete,3.0,0.857,2026-08-21T20:00:00,S0385008,Home
I0017284,U0372,T0180,complete,3.0,0.9288,2026-08-21T20:00:00,S0371012,Top 10
I0009636,U0210,T0201,like,4.0,0.9495,2026-08-21T20:00:00,S0209004,Home
I0009676,U0210,T0123,complete,3.0,0.8526,2026-08-21T20:00:00,S0209014,Home
I0013757,U0299,T0138,skip,-1.0,0.0758,2026-08-21T20:00:00,S0298001,Minha lista
I0019021,U0411,T0058,complete,3.0,0.9929,2026-08-21T20:00:00,S0410008,Busca
I0025994,U0567,T0100,complete,3.0,0.9965,2026-08-21T20:00:00,S0566002,Home
I0027830,U0609,T0142,complete,3.0,0.8508,2026-08-21T20:00:00,S0608004,Busca
I0032986,U0721,T0139,complete,3.0,0.9262,2026-08-21T20:00:00,S0720008,Home
I0020222,U0437,T0074,complete,3.0,0.9838,2026-08-21T20:00:00,S0436010,Minha lista
I0032862,U0719,T0138,complete,3.0,0.8319,2026-08-21T20:00:00,S0718006,Home
I0033356,U0729,T0118,like,4.0,0.9725,2026-08-21T20:00:00,S0728006,Home
I0003859,U0086,T0147,skip,-1.0,0.0246,2026-08-21T20:00:00,S0085004,Top 10
I0036335,U0791,T0178,play,1.0,0.5349,2026-08-21T20:00:00,S0790008,Top 10
I0031470,U0691,T0122,play,1.0,0.5324,2026-08-21T20:00:00,S0690000,Home
I0031045,U0680,T0040,complete,3.0,0.8661,2026-08-21T20:00:00,S0679008,Home
I0004506,U0102,T0121,play,1.0,0.5263,2026-08-21T21:00:00,S0101003,Home
I0025170,U0547,T0006,play,1.0,0.5095,2026-08-21T21:00:00,S0546013,Home
I0023027,U0501,T0188,complete,3.0,0.9,2026-08-21T21:00:00,S0500001,Busca
I0030389,U0665,T0209,play,1.0,0.2001,2026-08-21T21:00:00,S0664007,Top 10
I0028823,U0631,T0062,like,4.0,0.9941,2026-08-21T21:00:00,S0630001,Minha lista
I0020722,U0449,T0151,complete,3.0,0.9037,2026-08-21T21:00:00,S0448012,Home
I0022108,U0480,T0091,skip,-1.0,0.1396,2026-08-21T21:00:00,S0479001,Home
I0034284,U0749,T0084,like,4.0,0.8543,2026-08-21T21:00:00,S0748008,Home
I0033190,U0726,T0059,play,1.0,0.6085,2026-08-21T21:00:00,S0725005,Home
I0018042,U0390,T0158,complete,3.0,0.9406,2026-08-21T21:00:00,S0389005,Home
I0007770,U0170,T0196,complete,3.0,0.9235,2026-08-21T21:00:00,S0169002,Home
I0011367,U0246,T0028,complete,3.0,0.8558,2026-08-21T21:00:00,S0245003,Top 10
I0006651,U0146,T0166,complete,3.0,0.8219,2026-08-21T21:00:00,S0145005,Home
I0009149,U0201,T0220,like,4.0,0.7201,2026-08-21T21:00:00,S0200005,Busca
I0003508,U0079,T0063,play,1.0,0.2813,2026-08-21T21:00:00,S0078000,Home
I0030315,U0664,T0124,skip,-1.0,0.0335,2026-08-21T21:00:00,S0663000,Home
I0016644,U0359,T0044,complete,3.0,0.8613,2026-08-21T21:00:00,S0358002,Home
I0031373,U0688,T0099,play,1.0,0.3298,2026-08-21T21:00:00,S0687011,Home
I0033972,U0742,T0226,skip,-1.0,0.0539,2026-08-21T22:00:00,S0741014,Home
I0001934,U0044,T0231,complete,3.0,0.8347,2026-08-21T22:00:00,S0043006,Home
I0014170,U0308,T0001,complete,3.0,0.8945,2026-08-21T22:00:00,S0307005,Home
I0029716,U0651,T0044,complete,3.0,0.8321,2026-08-21T22:00:00,S0650002,Home
I0013292,U0289,T0181,like,4.0,0.9617,2026-08-21T22:00:00,S0288007,Busca
I0035462,U0774,T0084,play,1.0,0.5472,2026-08-21T22:00:00,S0773004,Busca
I0006347,U0140,T0159,skip,-1.0,0.0207,2026-08-21T22:00:00,S0139003,Home
I0031953,U0700,T0037,like,4.0,0.9388,2026-08-21T22:00:00,S0699009,Home
I0003624,U0081,T0064,play,1.0,0.5119,2026-08-21T22:00:00,S0080008,Home
I0031714,U0696,T0086,like,4.0,0.7675,2026-08-21T22:00:00,S0695000,Home
I0033656,U0735,T0171,complete,3.0,0.8917,2026-08-21T22:00:00,S0734012,Home
I0003063,U0069,T0057,like,4.0,0.8466,2026-08-21T22:00:00,S0068006,Home
I0003044,U0069,T0139,complete,3.0,0.997,2026-08-21T22:00:00,S0068002,Busca
I0027530,U0601,T0204,complete,3.0,0.8511,2026-08-21T22:00:00,S0600012,Home
I0004756,U0107,T0203,play,1.0,0.5333,2026-08-21T22:00:00,S0106010,Home
I0033200,U0726,T0034,complete,3.0,0.8956,2026-08-21T23:00:00,S0725007,Busca
I0001840,U0042,T0081,complete,3.0,0.9527,2026-08-21T23:00:00,S0041007,Home
I0022499,U0489,T0066,skip,-1.0,0.159,2026-08-21T23:00:00,S0488008,Home
I0022164,U0481,T0190,like,4.0,0.8815,2026-08-21T23:00:00,S0480001,Home
I0007144,U0156,T0011,like,4.0,0.8431,2026-08-21T23:00:00,S0155006,Home
I0020393,U0442,T0059,play,1.0,0.5243,2026-08-21T23:00:00,S0441001,Busca
I0000472,U0011,T0032,like,4.0,0.9,2026-08-21T23:00:00,S0010009,Home
I0014658,U0318,T0019,like,4.0,0.9547,2026-08-21T23:00:00,S0317003,Busca
I0029978,U0657,T0221,play,1.0,0.2044,2026-08-21T23:00:00,S0656000,Home
I0025243,U0549,T0088,complete,3.0,0.938,2026-08-21T23:00:00,S0548003,Busca
I0008370,U0183,T0214,play,1.0,0.6223,2026-08-21T23:00:00,S0182007,Busca
I0001611,U0036,T0165,complete,3.0,0.9881,2026-08-21T23:00:00,S0035007,Busca
I0018619,U0403,T0169,play,1.0,0.5569,2026-08-21T23:00:00,S0402003,Home
I0017076,U0368,T0076,play,1.0,0.4945,2026-08-21T23:00:00,S0367002,Busca
I0025019,U0545,T0226,skip,-1.0,0.0727,2026-08-21T23:00:00,S0544002,Home
I0020365,U0441,T0101,play,1.0,0.4745,2026-08-21T23:00:00,S0440003,Home
I0001613,U0036,T0021,like,4.0,0.8405,2026-08-21T23:00:00,S0035007,Top 10
I0033999,U0743,T0192,complete,3.0,0.9548,2026-08-21T23:00:00,S0742006,Minha lista
I0030312,U0663,T0087,skip,-1.0,0.119,2026-08-21T23:00:00,S0662014,Home
I0017495,U0377,T0070,like,4.0,0.842,2026-08-21T23:00:00,S0376003,Busca
I0011639,U0252,T0146,complete,3.0,0.9042,2026-08-21T23:00:00,S0251000,Home
I0005320,U0117,T0202,complete,3.0,0.9799,2026-08-21T23:00:00,S0116010,Home
I0001151,U0027,T0054,complete,3.0,0.8903,2026-08-21T23:00:00,S0026005,Home
I0035335,U0771,T0032,complete,3.0,0.9978,2026-08-21T23:00:00,S0770011,Home
I0035997,U0785,T0098,complete,3.0,0.9362,2026-08-21T23:00:00,S0784001,Busca
I0011831,U0256,T0217,skip,-1.0,0.102,2026-08-21T23:00:00,S0255005,Busca
I0001741,U0040,T0194,complete,3.0,0.9862,2026-08-21T23:00:00,S0039001,Home
I0020487,U0444,T0075,skip,-1.0,0.0372,2026-08-21T23:00:00,S0443006,Home
I0031148,U0683,T0214,play,1.0,0.625,2026-08-21T23:00:00,S0682004,Busca
I0012369,U0268,T0093,play,1.0,0.4338,2026-08-21T23:00:00,S0267001,Home
I0004872,U0109,T0056,complete,3.0,0.9629,2026-08-21T23:00:00,S0108007,Home
I0026190,U0572,T0048,play,1.0,0.4605,2026-08-21T23:00:00,S0571002,Home
I0018934,U0409,T0225,complete,3.0,0.8871,2026-08-22T00:00:00,S0408010,Home
I0033260,U0727,T0160,complete,3.0,0.8379,2026-08-22T00:00:00,S0726006,Home
I0025574,U0557,T0152,play,1.0,0.2234,2026-08-22T00:00:00,S0556005,Home
I0011524,U0249,T0124,complete,3.0,0.9053,2026-08-22T00:00:00,S0248004,Home
I0023805,U0518,T0236,play,1.0,0.364,2026-08-22T00:00:00,S0517007,Home
I0017717,U0382,T0203,like,4.0,0.7475,2026-08-22T00:00:00,S0381008,Home
I0016083,U0347,T0140,complete,3.0,0.8392,2026-08-22T00:00:00,S0346003,Home
I0023520,U0512,T0084,complete,3.0,0.8349,2026-08-22T00:00:00,S0511005,Home
I0001067,U0025,T0221,like,4.0,0.7291,2026-08-22T00:00:00,S0024006,Minha lista
I0030778,U0674,T0016,skip,-1.0,0.0225,2026-08-22T00:00:00,S0673005,Home
I0011666,U0252,T0026,play,1.0,0.4653,2026-08-22T00:00:00,S0251007,Home
I0016523,U0356,T0203,play,1.0,0.1994,2026-08-22T00:00:00,S0355014,Home
I0017779,U0384,T0224,complete,3.0,0.8459,2026-08-22T00:00:00,S0383001,Busca
I0015382,U0333,T0080,like,4.0,0.8705,2026-08-22T01:00:00,S0332005,Top 10
I0020635,U0448,T0037,like,4.0,0.8412,2026-08-22T01:00:00,S0447002,Busca
I0013950,U0304,T0093,complete,3.0,0.8734,2026-08-22T01:00:00,S0303000,Home
I0010043,U0218,T0224,play,1.0,0.2734,2026-08-22T01:00:00,S0217000,Home
I0009723,U0211,T0016,skip,-1.0,0.1524,2026-08-22T01:00:00,S0210009,Home
I0003162,U0071,T0110,play,1.0,0.6884,2026-08-22T01:00:00,S0070005,Home
I0001571,U0035,T0181,like,4.0,0.8996,2026-08-22T01:00:00,S0034011,Minha lista
I0012760,U0276,T0034,like,4.0,0.7409,2026-08-22T01:00:00,S0275004,Home
I0006817,U0149,T0216,skip,-1.0,0.116,2026-08-22T01:00:00,S0148012,Home
I0006792,U0149,T0107,complete,3.0,0.8975,2026-08-22T01:00:00,S0148005,Busca
I0026150,U0571,T0111,like,4.0,0.988,2026-08-22T01:00:00,S0570001,Home
I0031212,U0685,T0079,play,1.0,0.2167,2026-08-22T01:00:00,S0684000,Home
I0006711,U0147,T0147,complete,3.0,0.8704,2026-08-22T01:00:00,S0146006,Home
I0029942,U0655,T0104,skip,-1.0,0.0732,2026-08-22T01:00:00,S0654011,Home
I0027466,U0600,T0161,skip,-1.0,0.1322,2026-08-22T01:00:00,S0599003,Minha lista
I0006569,U0144,T0204,complete,3.0,0.9603,2026-08-22T01:00:00,S0143013,Minha lista
I0036324,U0791,T0239,play,1.0,0.5178,2026-08-22T01:00:00,S0790005,Home
I0007015,U0154,T0198,complete,3.0,0.9363,2026-08-22T01:00:00,S0153001,Busca
I0017466,U0376,T0091,play,1.0,0.3969,2026-08-22T01:00:00,S0375011,Home
I0029451,U0645,T0239,like,4.0,0.9153,2026-08-22T01:00:00,S0644004,Home
I0015435,U0334,T0165,complete,3.0,0.9803,2026-08-22T01:00:00,S0333003,Home
I0004983,U0111,T0023,complete,3.0,0.837,2026-08-22T01:00:00,S0110014,Home
I0024218,U0529,T0027,complete,3.0,0.8556,2026-08-22T01:00:00,S0528001,Home
I0033987,U0743,T0082,complete,3.0,0.9825,2026-08-22T01:00:00,S0742003,Home
I0025417,U0553,T0078,like,4.0,0.7745,2026-08-22T01:00:00,S0552008,Minha lista
I0013459,U0293,T0012,skip,-1.0,0.1399,2026-08-22T02:00:00,S0292004,Home
I0017349,U0374,T0188,like,4.0,0.7491,2026-08-22T02:00:00,S0373007,Top 10
I0027036,U0590,T0021,complete,3.0,0.8839,2026-08-22T02:00:00,S0589008,Busca
I0019226,U0416,T0205,play,1.0,0.2316,2026-08-22T02:00:00,S0415001,Home
I0023870,U0520,T0067,skip,-1.0,0.074,2026-08-22T02:00:00,S0519006,Busca
I0028143,U0615,T0081,play,1.0,0.2532,2026-08-22T02:00:00,S0614011,Minha lista
I0015527,U0335,T0108,like,4.0,0.8718,2026-08-22T02:00:00,S0334010,Home
I0012235,U0265,T0066,complete,3.0,0.9717,2026-08-22T02:00:00,S0264006,Busca
I0028170,U0616,T0107,complete,3.0,0.8538,2026-08-22T02:00:00,S0615002,Home
I0019337,U0418,T0236,complete,3.0,0.8477,2026-08-22T02:00:00,S0417008,Home
I0023276,U0506,T0154,complete,3.0,0.8667,2026-08-22T02:00:00,S0505009,Home
I0015321,U0331,T0182,complete,3.0,0.9247,2026-08-22T02:00:00,S0330012,Home
I0032639,U0714,T0096,play,1.0,0.2731,2026-08-22T02:00:00,S0713004,Home
I0025418,U0553,T0120,play,1.0,0.1887,2026-08-22T02:00:00,S0552008,Home
I0013677,U0297,T0051,play,1.0,0.386,2026-08-22T03:00:00,S0296005,Home
I0019575,U0423,T0157,complete,3.0,0.963,2026-08-22T03:00:00,S0422006,Busca
I0019406,U0419,T0204,skip,-1.0,0.066,2026-08-22T03:00:00,S0418012,Home
I0014626,U0317,T0164,complete,3.0,0.9963,2026-08-22T03:00:00,S0316003,Home
I0002342,U0054,T0007,complete,3.0,0.9038,2026-08-22T03:00:00,S0053004,Home
I0021752,U0471,T0073,like,4.0,0.84,2026-08-22T03:00:00,S0470012,Busca
I0003499,U0078,T0158,skip,-1.0,0.0367,2026-08-22T03:00:00,S0077010,Home
I0035902,U0783,T0158,skip,-1.0,0.0653,2026-08-22T03:00:00,S0782007,Home
I0017794,U0384,T0065,complete,3.0,0.8768,2026-08-22T03:00:00,S0383005,Busca
I0018676,U0404,T0227,play,1.0,0.2924,2026-08-22T03:00:00,S0403006,Home
I0027287,U0595,T0019,complete,3.0,0.8929,2026-08-22T03:00:00,S0594007,Top 10
I0020227,U0437,T0231,play,1.0,0.4763,2026-08-22T03:00:00,S0436011,Busca
I0023718,U0516,T0046,complete,3.0,0.9755,2026-08-22T03:00:00,S0515013,Home
I0031824,U0698,T0206,skip,-1.0,0.0783,2026-08-22T03:00:00,S0697003,Busca
I0003714,U0083,T0156,like,4.0,0.8241,2026-08-22T03:00:00,S0082005,Top 10
I0004840,U0108,T0029,complete,3.0,0.9604,2026-08-22T04:00:00,S0107015,Home
I0024751,U0539,T0239,play,1.0,0.2767,2026-08-22T04:00:00,S0538010,Home
I0024645,U0538,T0065,skip,-1.0,0.0612,2026-08-22T04:00:00,S0537000,Home
I0002932,U0066,T0087,complete,3.0,0.9256,2026-08-22T04:00:00,S0065008,Home
I0034871,U0762,T0138,like,4.0,0.722,2026-08-22T04:00:00,S0761008,Busca
I0004646,U0105,T0037,complete,3.0,0.8276,2026-08-22T04:00:00,S0104009,Busca
I0029063,U0636,T0124,complete,3.0,0.8634,2026-08-22T04:00:00,S0635000,Home
I0031820,U0698,T0046,play,1.0,0.2598,2026-08-22T04:00:00,S0697002,Busca
I0019176,U0414,T0038,play,1.0,0.3118,2026-08-22T04:00:00,S0413007,Home
I0014984,U0325,T0124,complete,3.0,0.8763,2026-08-22T04:00:00,S0324001,Busca
I0001167,U0027,T0225,like,4.0,0.7374,2026-08-22T04:00:00,S0026009,Home
I0020290,U0439,T0006,complete,3.0,0.8435,2026-08-22T04:00:00,S0438002,Home
I0027159,U0592,T0009,complete,3.0,0.9776,2026-08-22T04:00:00,S0591009,Home
I0014727,U0320,T0019,play,1.0,0.2124,2026-08-22T04:00:00,S0319001,Home
I0027165,U0592,T0081,like,4.0,0.7985,2026-08-22T04:00:00,S0591010,Home
I0000459,U0011,T0010,play,1.0,0.4128,2026-08-22T04:00:00,S0010005,Home
I0027406,U0598,T0096,play,1.0,0.2656,2026-08-22T04:00:00,S0597010,Busca
I0025756,U0561,T0018,play,1.0,0.5219,2026-08-22T05:00:00,S0560009,Home
I0001185,U0027,T0187,like,4.0,0.9205,2026-08-22T05:00:00,S0026014,Busca
I0017485,U0377,T0185,complete,3.0,0.9097,2026-08-22T05:00:00,S0376000,Busca
I0013862,U0302,T0077,play,1.0,0.2175,2026-08-22T05:00:00,S0301000,Home
I0024602,U0536,T0114,play,1.0,0.5403,2026-08-22T05:00:00,S0535014,Busca
I0006293,U0138,T0165,complete,3.0,0.8275,2026-08-22T05:00:00,S0137006,Home
I0003083,U0069,T0156,like,4.0,0.8273,2026-08-22T05:00:00,S0068011,Minha lista
I0024462,U0534,T0192,complete,3.0,0.9433,2026-08-22T05:00:00,S0533001,Home
I0030918,U0677,T0090,complete,3.0,0.8902,2026-08-22T05:00:00,S0676004,Minha lista
I0024816,U0540,T0169,complete,3.0,0.8861,2026-08-22T05:00:00,S0539011,Home
I0008166,U0179,T0052,complete,3.0,0.9996,2026-08-22T05:00:00,S0178005,Minha lista
I0023695,U0516,T0182,skip,-1.0,0.0621,2026-08-22T05:00:00,S0515008,Home
I0012507,U0270,T0091,play,1.0,0.2112,2026-08-22T05:00:00,S0269006,Home
I0026580,U0580,T0229,complete,3.0,0.8759,2026-08-22T05:00:00,S0579001,Home
I0025109,U0546,T0118,skip,-1.0,0.0821,2026-08-22T05:00:00,S0545014,Home
